"Story","Title","Result","Date","Stability","Duration (s)"
"Serenity/JS Website","offers a web testing tutorial","SUCCESS","2023-11-23T23:13:17.848Z[Etc/UTC]","0.0","1.02"
"Serenity/JS Website","offers examples to help you practice test automation","SUCCESS","2023-11-23T23:13:18.876Z[Etc/UTC]","0.0","9.0"
